Tank Name,Statistic,Value,nation
cs-52-lis,… after firing (+),4,Poland
cs-52-lis,… damaged (×),2,Poland
cs-52-lis,Damage vs. modules,150,Poland
cs-52-lis,Caliber (mm),105,Poland
cs-52-lis,Shell velocity (m/s),980,Poland
cs-52-lis,Max range (m),720,Poland
cs-52-lis,Ammo capacity,35,Poland
cs-52-lis,Potential damage,"11,200",Poland
cs-52-lis,Shell cost,480,Poland
cs-52-lis,Top speed (km/h),50,Poland
cs-52-lis,Reverse speed (km/h),20,Poland
cs-52-lis,Power (hp),720,Poland
cs-52-lis,Power/weight (hp/t),19.69,Poland
cs-52-lis,Tank traverse (°/sec),41.72,Poland
cs-52-lis,Effective top speed,,Poland
cs-52-lis,… hard (km/h),50,Poland
cs-52-lis,… medium (km/h),50,Poland
cs-52-lis,… soft (km/h),46.83,Poland
cs-52-lis,Effective traverse,,Poland
cs-52-lis,… hard (°/sec),41.72,Poland
cs-52-lis,… medium (°/sec),36.50,Poland
cs-52-lis,… soft (°/sec),18.25,Poland
cs-52-lis,Terrain resistance,,Poland
cs-52-lis,… hard (rad⁻¹),0.67,Poland
cs-52-lis,… medium (rad⁻¹),0.77,Poland
cs-52-lis,… soft (rad⁻¹),1.53,Poland
cs-52-lis,Gun elevation (°),17,Poland
cs-52-lis,Gun depression (°),7,Poland
cs-52-lis,Gun traverse (°/sec),33,Poland
cs-52-lis,Gun traverse range (°),-180 / 180,Poland
cs-52-lis,Turret traverse (°/sec),44.85,Poland
cs-52-lis,Hull armor (mm),80 / 75 / 45,Poland
cs-52-lis,Turret armor (mm),190 / 110 / 90,Poland
cs-52-lis,Track armor (mm),20,Poland
cs-52-lis,Health,"1,300",Poland
cs-52-lis,Engine health,260,Poland
cs-52-lis,Track health,200,Poland
cs-52-lis,… repaired,70,Poland
cs-52-lis,… repair time (sec),10.03,Poland
cs-52-lis,Ammo rack health,180,Poland
cs-52-lis,Fuel tank health,175,Poland
cs-52-lis,Max load (kg),"38,000",Poland
cs-52-lis,Total weight (kg),"36,575",Poland
cs-52-lis,Stationary camo (%),15.73 / 3.29,Poland
cs-52-lis,Moving camo (%),11.80 / 2.47,Poland
cs-52-lis,View range (m),380,Poland
cs-52-lis,Radio range (m),525,Poland
cs-52-lis,Fire chance,20%,Poland
cs-52-lis,Tank cost,"6,700",Poland
strv-fm21,DPM,740.18,Sweden
strv-fm21,Damage,12,Sweden
strv-fm21,Penetration (mm),27,Sweden
strv-fm21,… at 400m (mm),19.50,Sweden
strv-fm21,Reload time (sec),7.67,Sweden
strv-fm21,Rate of fire (rnds/min),61.68,Sweden
strv-fm21,Clip size,10,Sweden
strv-fm21,… burst size,2,Sweden
strv-fm21,Clip damage,120 / 2.06s,Sweden
strv-fm21,… burst damage,24 / 0.17s,Sweden
strv-fm21,Intra-clip reload,0.30,Sweden
strv-fm21,Aim time (sec),2.50,Sweden
strv-fm21,Dispersion,0.50,Sweden
strv-fm21,… damaged,1,Sweden
strv-fm21,Dispersion factors,,Sweden
strv-fm21,… moving (+),0.32,Sweden
strv-fm21,… tank traverse (+),0.32,Sweden
strv-fm21,… turret traverse (+),0.12,Sweden
strv-fm21,… after firing (+),1.50,Sweden
strv-fm21,… damaged (×),2,Sweden
strv-fm21,Damage vs. modules,27,Sweden
strv-fm21,Caliber (mm),20,Sweden
strv-fm21,Shell velocity (m/s),805,Sweden
strv-fm21,Max range (m),400,Sweden
strv-fm21,Ammo capacity,1110,Sweden
strv-fm21,Potential damage,"13,320",Sweden
strv-fm21,Shell cost,2,Sweden
strv-fm21,Top speed (km/h),25,Sweden
strv-fm21,Reverse speed (km/h),14,Sweden
strv-fm21,Power (hp),80 55,Sweden
strv-fm21,Power/weight (hp/t),8.87,Sweden
strv-fm21,Tank traverse (°/sec),36.50,Sweden
strv-fm21,Effective top speed,,Sweden
strv-fm21,… hard (km/h),25,Sweden
strv-fm21,… medium (km/h),25,Sweden
strv-fm21,… soft (km/h),18.01,Sweden
strv-fm21,Effective traverse,,Sweden
strv-fm21,… hard (°/sec),36.44,Sweden
strv-fm21,… medium (°/sec),29.16,Sweden
strv-fm21,… soft (°/sec),19.44,Sweden
strv-fm21,Terrain resistance,,Sweden
strv-fm21,… hard (rad⁻¹),0.96,Sweden
strv-fm21,… medium (rad⁻¹),1.20,Sweden
strv-fm21,… soft (rad⁻¹),1.80,Sweden
strv-fm21,Gun elevation (°),15,Sweden
strv-fm21,Gun depression (°),10,Sweden
strv-fm21,Gun traverse (°/sec),40,Sweden
strv-fm21,Gun traverse range (°),-180 / 180,Sweden
strv-fm21,Turret traverse (°/sec),28,Sweden
strv-fm21,Hull armor (mm),14 / 14 / 14,Sweden
strv-fm21,Turret armor (mm),14 / 14 / 14,Sweden
strv-fm21,Track armor (mm),5,Sweden
strv-fm21,Health,280,Sweden
strv-fm21,Engine health,25,Sweden
strv-fm21,Track health,50,Sweden
strv-fm21,… repaired,40,Sweden
strv-fm21,… repair time (sec),6,Sweden
strv-fm21,Ammo rack health,65,Sweden
strv-fm21,Fuel tank health,100,Sweden
strv-fm21,Max load (kg),"10,000",Sweden
strv-fm21,Total weight (kg),"9,015",Sweden
strv-fm21,Stationary camo (%),10.20 / 2.43,Sweden
strv-fm21,Moving camo (%),7.64 / 1.82,Sweden
strv-fm21,View range (m),290,Sweden
strv-fm21,Radio range (m),276.39,Sweden
strv-fm21,Fire chance,20%,Sweden
strv-fm21,Tank cost,0,Sweden
strv-m38,DPM,"1,065.19",Sweden
strv-m38,Damage,40,Sweden
strv-m38,Penetration (mm),55,Sweden
strv-m38,… at 500m (mm),43,Sweden
strv-m38,Reload time (sec),2.25,Sweden
strv-m38,Rate of fire (rnds/min),26.63,Sweden
strv-m38,Aim time (sec),1.73,Sweden
strv-m38,Dispersion,0.40,Sweden
strv-m38,… damaged,0.81,Sweden
strv-m38,Dispersion factors,,Sweden
strv-m38,… moving (+),0.30,Sweden
strv-m38,… tank traverse (+),0.30,Sweden
strv-m38,… turret traverse (+),0.06,Sweden
strv-m38,… after firing (+),3,Sweden
strv-m38,… damaged (×),2,Sweden
strv-m38,Damage vs. modules,50,Sweden
strv-m38,Caliber (mm),37,Sweden
strv-m38,Shell velocity (m/s),785,Sweden
strv-m38,Max range (m),720,Sweden
strv-m38,Ammo capacity,200,Sweden
strv-m38,Potential damage,"8,000",Sweden
strv-m38,Shell cost,12,Sweden
strv-m38,Top speed (km/h),45,Sweden
strv-m38,Reverse speed (km/h),18,Sweden
strv-m38,Power (hp),180 160,Sweden
strv-m38,Power/weight (hp/t),19.68,Sweden
strv-m38,Tank traverse (°/sec),43.81,Sweden
strv-m38,Effective top speed,,Sweden
strv-m38,… hard (km/h),45,Sweden
strv-m38,… medium (km/h),44.38,Sweden
strv-m38,… soft (km/h),30.72,Sweden
strv-m38,Effective traverse,,Sweden
strv-m38,… hard (°/sec),50.06,Sweden
strv-m38,… medium (°/sec),37.08,Sweden
strv-m38,… soft (°/sec),25.67,Sweden
strv-m38,Terrain resistance,,Sweden
strv-m38,… hard (rad⁻¹),1.20,Sweden
strv-m38,… medium (rad⁻¹),1.62,Sweden
strv-m38,… soft (rad⁻¹),2.34,Sweden
strv-m38,Gun elevation (°),25,Sweden
strv-m38,Gun depression (°),15,Sweden
strv-m38,Gun traverse (°/sec),40,Sweden
strv-m38,Gun traverse range (°),-180 / 180,Sweden
strv-m38,Turret traverse (°/sec),36.50,Sweden
strv-m38,Hull armor (mm),13 / 13 / 13,Sweden
strv-m38,Turret armor (mm),15 / 13 / 13,Sweden
strv-m38,Track armor (mm),10,Sweden
strv-m38,Health,340,Sweden
strv-m38,Engine health,55,Sweden
strv-m38,Track health,60,Sweden
strv-m38,… repaired,40,Sweden
strv-m38,… repair time (sec),12.03,Sweden
strv-m38,Ammo rack health,80,Sweden
strv-m38,Fuel tank health,100,Sweden
strv-m38,Max load (kg),"10,000",Sweden
strv-m38,Total weight (kg),"9,148",Sweden
strv-m38,Stationary camo (%),15.96 / 4.79,Sweden
strv-m38,Moving camo (%),11.97 / 3.59,Sweden
strv-m38,View range (m),300,Sweden
strv-m38,Radio range (m),290,Sweden
strv-m38,Fire chance,20%,Sweden
strv-m38,Tank cost,"3,900",Sweden
strv-m40l,DPM,"1,251.60",Sweden
strv-m40l,Damage,40,Sweden
strv-m40l,Penetration (mm),78,Sweden
strv-m40l,… at 500m (mm),70,Sweden
strv-m40l,Reload time (sec),1.92,Sweden
strv-m40l,Rate of fire (rnds/min),31.29,Sweden
strv-m40l,Aim time (sec),1.53,Sweden
strv-m40l,Dispersion,0.36,Sweden
strv-m40l,… damaged,0.73,Sweden
strv-m40l,Dispersion factors,,Sweden
strv-m40l,… moving (+),0.30,Sweden
strv-m40l,… tank traverse (+),0.30,Sweden
strv-m40l,… turret traverse (+),0.06,Sweden
strv-m40l,… after firing (+),3,Sweden
strv-m40l,… damaged (×),2,Sweden
strv-m40l,Damage vs. modules,50,Sweden
strv-m40l,Caliber (mm),37,Sweden
strv-m40l,Shell velocity (m/s),"1,150",Sweden
strv-m40l,Max range (m),720,Sweden
strv-m40l,Ammo capacity,175,Sweden
strv-m40l,Potential damage,"7,000",Sweden
strv-m40l,Shell cost,18,Sweden
strv-m40l,Top speed (km/h),45,Sweden
strv-m40l,Reverse speed (km/h),18,Sweden
strv-m40l,Power (hp),220 205,Sweden
strv-m40l,Power/weight (hp/t),21.69,Sweden
strv-m40l,Tank traverse (°/sec),46.93,Sweden
strv-m40l,Effective top speed,,Sweden
strv-m40l,… hard (km/h),45,Sweden
strv-m40l,… medium (km/h),45,Sweden
strv-m40l,… soft (km/h),33.87,Sweden
strv-m40l,Effective traverse,,Sweden
strv-m40l,… hard (°/sec),65.57,Sweden
strv-m40l,… medium (°/sec),48.57,Sweden
strv-m40l,… soft (°/sec),33.62,Sweden
strv-m40l,Terrain resistance,,Sweden
strv-m40l,… hard (rad⁻¹),1.20,Sweden
strv-m40l,… medium (rad⁻¹),1.62,Sweden
strv-m40l,… soft (rad⁻¹),2.34,Sweden
strv-m40l,Gun elevation (°),25,Sweden
strv-m40l,Gun depression (°),15,Sweden
strv-m40l,Gun traverse (°/sec),40,Sweden
strv-m40l,Gun traverse range (°),-180 / 180,Sweden
strv-m40l,Turret traverse (°/sec),38.59,Sweden
strv-m40l,Hull armor (mm),48 / 13 / 13,Sweden
strv-m40l,Turret armor (mm),50 / 20 / 35,Sweden
strv-m40l,Track armor (mm),10,Sweden
strv-m40l,Health,410,Sweden
strv-m40l,Engine health,80,Sweden
strv-m40l,Track health,70,Sweden
strv-m40l,… repaired,50,Sweden
strv-m40l,… repair time (sec),12.03,Sweden
strv-m40l,Ammo rack health,100,Sweden
strv-m40l,Fuel tank health,125,Sweden
strv-m40l,Max load (kg),"12,000",Sweden
strv-m40l,Total weight (kg),"10,142",Sweden
strv-m40l,Stationary camo (%),18.64 / 5.59,Sweden
strv-m40l,Moving camo (%),13.96 / 4.19,Sweden
strv-m40l,View range (m),320,Sweden
strv-m40l,Radio range (m),345,Sweden
strv-m40l,Fire chance,20%,Sweden
strv-m40l,Tank cost,"38,500",Sweden
sav-m43,DPM,"2,235",Sweden
sav-m43,Damage,350,Sweden
sav-m43,Penetration (mm),65,Sweden
sav-m43,… at 500m (mm),62,Sweden
sav-m43,Reload time (sec),9.40,Sweden
sav-m43,Rate of fire (rnds/min),6.39,Sweden
sav-m43,Aim time (sec),3.36,Sweden
sav-m43,Dispersion,0.54,Sweden
sav-m43,… damaged,1.07,Sweden
sav-m43,Dispersion factors,,Sweden
sav-m43,… moving (+),0.22,Sweden
sav-m43,… tank traverse (+),0.22,Sweden
sav-m43,… turret traverse (+),0.22,Sweden
sav-m43,… after firing (+),5,Sweden
sav-m43,… damaged (×),2,Sweden
sav-m43,Damage vs. modules,150,Sweden
sav-m43,Caliber (mm),105,Sweden
sav-m43,Shell velocity (m/s),475,Sweden
sav-m43,Max range (m),720,Sweden
sav-m43,Ammo capacity,60,Sweden
sav-m43,Potential damage,"21,000",Sweden
sav-m43,Shell cost,140,Sweden
sav-m43,Top speed (km/h),43,Sweden
sav-m43,Reverse speed (km/h),20,Sweden
sav-m43,Power (hp),170 162,Sweden
sav-m43,Power/weight (hp/t),13.67,Sweden
sav-m43,Tank traverse (°/sec),33.38,Sweden
sav-m43,Effective top speed,,Sweden
sav-m43,… hard (km/h),37.84,Sweden
sav-m43,… medium (km/h),32.02,Sweden
sav-m43,… soft (km/h),18.10,Sweden
sav-m43,Effective traverse,,Sweden
sav-m43,… hard (°/sec),35.83,Sweden
sav-m43,… medium (°/sec),30.32,Sweden
sav-m43,… soft (°/sec),17.14,Sweden
sav-m43,Terrain resistance,,Sweden
sav-m43,… hard (rad⁻¹),1.32,Sweden
sav-m43,… medium (rad⁻¹),1.56,Sweden
sav-m43,… soft (rad⁻¹),2.76,Sweden
sav-m43,Gun elevation (°),20,Sweden
sav-m43,Gun depression (°),14,Sweden
sav-m43,Gun traverse (°/sec),40,Sweden
sav-m43,Gun traverse range (°),-20 / 15,Sweden
sav-m43,Turret traverse (°/sec),41.72,Sweden
sav-m43,Hull armor (mm),50 / 15 / 15,Sweden
sav-m43,Turret armor (mm),0 / 0 / 0,Sweden
sav-m43,Track armor (mm),10,Sweden
sav-m43,Health,415,Sweden
sav-m43,Engine health,55,Sweden
sav-m43,Track health,80,Sweden
sav-m43,… repaired,60,Sweden
sav-m43,… repair time (sec),10.03,Sweden
sav-m43,Ammo rack health,140,Sweden
sav-m43,Fuel tank health,150,Sweden
sav-m43,Max load (kg),"14,000",Sweden
sav-m43,Total weight (kg),"12,435",Sweden
sav-m43,Stationary camo (%),22.46 / 4.69,Sweden
sav-m43,Moving camo (%),13.51 / 2.82,Sweden
sav-m43,View range (m),310,Sweden
sav-m43,Radio range (m),455,Sweden
sav-m43,Fire chance,20%,Sweden
sav-m43,Tank cost,"135,500",Sweden
lago,DPM,"1,546.92",Sweden
lago,Damage,110,Sweden
lago,Penetration (mm),88,Sweden
lago,… at 500m (mm),76,Sweden
lago,Reload time (sec),4.27,Sweden
lago,Rate of fire (rnds/min),14.06,Sweden
lago,Aim time (sec),2.59,Sweden
lago,Dispersion,0.38,Sweden
lago,… damaged,0.77,Sweden
lago,Dispersion factors,,Sweden
lago,… moving (+),0.25,Sweden
lago,… tank traverse (+),0.25,Sweden
lago,… turret traverse (+),0.12,Sweden
lago,… after firing (+),4,Sweden
lago,… damaged (×),2,Sweden
lago,Damage vs. modules,100,Sweden
lago,Caliber (mm),75,Sweden
lago,Shell velocity (m/s),590,Sweden
lago,Max range (m),720,Sweden
lago,Ammo capacity,90,Sweden
lago,Potential damage,"9,900",Sweden
lago,Shell cost,50,Sweden
lago,Top speed (km/h),45,Sweden
lago,Reverse speed (km/h),18,Sweden
lago,Power (hp),400 324,Sweden
lago,Power/weight (hp/t),21.53,Sweden
lago,Tank traverse (°/sec),39.63,Sweden
lago,Effective top speed,,Sweden
lago,… hard (km/h),45,Sweden
lago,… medium (km/h),43.71,Sweden
lago,… soft (km/h),29.80,Sweden
lago,Effective traverse,,Sweden
lago,… hard (°/sec),50.33,Sweden
lago,… medium (°/sec),43.62,Sweden
lago,… soft (°/sec),29.74,Sweden
lago,Terrain resistance,,Sweden
lago,… hard (rad⁻¹),1.56,Sweden
lago,… medium (rad⁻¹),1.80,Sweden
lago,… soft (rad⁻¹),2.64,Sweden
lago,Gun elevation (°),25,Sweden
lago,Gun depression (°),10,Sweden
lago,Gun traverse (°/sec),40,Sweden
lago,Gun traverse range (°),-180 / 180,Sweden
lago,Turret traverse (°/sec),31.29,Sweden
lago,Hull armor (mm),34 / 34 / 24,Sweden
lago,Turret armor (mm),34 / 28 / 20,Sweden
lago,Track armor (mm),10,Sweden
lago,Health,540,Sweden
lago,Engine health,123,Sweden
lago,Track health,80,Sweden
lago,… repaired,50,Sweden
lago,… repair time (sec),10.03,Sweden
lago,Ammo rack health,130,Sweden
lago,Fuel tank health,125,Sweden
lago,Max load (kg),"21,000",Sweden
lago,Total weight (kg),"18,575",Sweden
lago,Stationary camo (%),16.17 / 4.20,Sweden
lago,Moving camo (%),12.16 / 3.16,Sweden
lago,View range (m),330,Sweden
lago,Radio range (m),345,Sweden
lago,Fire chance,20%,Sweden
lago,Tank cost,"140,000",Sweden
ikv-103,DPM,"1,691.35",Sweden
ikv-103,Damage,300,Sweden
ikv-103,Penetration (mm),120,Sweden
ikv-103,Reload time (sec),10.64,Sweden
ikv-103,Rate of fire (rnds/min),5.64,Sweden
ikv-103,Aim time (sec),2.01,Sweden
ikv-103,Dispersion,0.40,Sweden
ikv-103,… damaged,0.81,Sweden
ikv-103,Dispersion factors,,Sweden
ikv-103,… moving (+),0.22,Sweden
ikv-103,… tank traverse (+),0.22,Sweden
ikv-103,… turret traverse (+),0.16,Sweden
ikv-103,… after firing (+),4,Sweden
ikv-103,… damaged (×),2,Sweden
ikv-103,Damage vs. modules,150,Sweden
ikv-103,Caliber (mm),105,Sweden
ikv-103,Shell velocity (m/s),418,Sweden
ikv-103,Max range (m),720,Sweden
ikv-103,Ammo capacity,29,Sweden
ikv-103,Potential damage,"8,700",Sweden
ikv-103,Shell cost,220,Sweden
ikv-103,Top speed (km/h),60,Sweden
ikv-103,Reverse speed (km/h),20,Sweden
ikv-103,Power (hp),140 175,Sweden
ikv-103,Power/weight (hp/t),15.91,Sweden
ikv-103,Tank traverse (°/sec),33.38,Sweden
ikv-103,Effective top speed,,Sweden
ikv-103,… hard (km/h),48.44,Sweden
ikv-103,… medium (km/h),44.04,Sweden
ikv-103,… soft (km/h),23.07,Sweden
ikv-103,Effective traverse,,Sweden
ikv-103,… hard (°/sec),40.38,Sweden
ikv-103,… medium (°/sec),36.71,Sweden
ikv-103,… soft (°/sec),19.23,Sweden
ikv-103,Terrain resistance,,Sweden
ikv-103,… hard (rad⁻¹),1.20,Sweden
ikv-103,… medium (rad⁻¹),1.32,Sweden
ikv-103,… soft (rad⁻¹),2.52,Sweden
ikv-103,Gun elevation (°),20,Sweden
ikv-103,Gun depression (°),12,Sweden
ikv-103,Gun traverse (°/sec),40,Sweden
ikv-103,Gun traverse range (°),-10 / 10,Sweden
ikv-103,Turret traverse (°/sec),18.77,Sweden
ikv-103,Hull armor (mm),18.5 / 7 / 12,Sweden
ikv-103,Turret armor (mm),0 / 0 / 0,Sweden
ikv-103,Track armor (mm),10,Sweden
ikv-103,Health,460,Sweden
ikv-103,Engine health,123,Sweden
ikv-103,Track health,100,Sweden
ikv-103,… repaired,60,Sweden
ikv-103,… repair time (sec),12.03,Sweden
ikv-103,Ammo rack health,170,Sweden
ikv-103,Fuel tank health,150,Sweden
ikv-103,Max load (kg),"10,000",Sweden
ikv-103,Total weight (kg),"8,800",Sweden
ikv-103,Stationary camo (%),24.22 / 5.06,Sweden
ikv-103,Moving camo (%),14.53 / 3.04,Sweden
ikv-103,View range (m),340,Sweden
ikv-103,Radio range (m),525,Sweden
ikv-103,Fire chance,20%,Sweden
ikv-103,Tank cost,"394,000",Sweden
strv-m42,DPM,"1,490",Sweden
strv-m42,Damage,150,Sweden
strv-m42,Penetration (mm),115,Sweden
strv-m42,… at 500m (mm),102,Sweden
strv-m42,Reload time (sec),6.04,Sweden
strv-m42,Rate of fire (rnds/min),9.93,Sweden
strv-m42,Aim time (sec),2.40,Sweden
strv-m42,Dispersion,0.36,Sweden
strv-m42,… damaged,0.73,Sweden
strv-m42,Dispersion factors,,Sweden
strv-m42,… moving (+),0.23,Sweden
strv-m42,… tank traverse (+),0.23,Sweden
strv-m42,… turret traverse (+),0.12,Sweden
strv-m42,… after firing (+),3.50,Sweden
strv-m42,… damaged (×),2,Sweden
strv-m42,Damage vs. modules,105,Sweden
strv-m42,Caliber (mm),75,Sweden
strv-m42,Shell velocity (m/s),815,Sweden
strv-m42,Max range (m),720,Sweden
strv-m42,Ammo capacity,50,Sweden
strv-m42,Potential damage,"7,500",Sweden
strv-m42,Shell cost,115,Sweden
strv-m42,Top speed (km/h),45,Sweden
strv-m42,Reverse speed (km/h),20,Sweden
strv-m42,Power (hp),460 410,Sweden
strv-m42,Power/weight (hp/t),20.45,Sweden
strv-m42,Tank traverse (°/sec),46.93,Sweden
strv-m42,Effective top speed,,Sweden
strv-m42,… hard (km/h),41.51,Sweden
strv-m42,… medium (km/h),36.63,Sweden
strv-m42,… soft (km/h),27.07,Sweden
strv-m42,Effective traverse,,Sweden
strv-m42,… hard (°/sec),57.85,Sweden
strv-m42,… medium (°/sec),51.04,Sweden
strv-m42,… soft (°/sec),37.73,Sweden
strv-m42,Terrain resistance,,Sweden
strv-m42,… hard (rad⁻¹),1.80,Sweden
strv-m42,… medium (rad⁻¹),2.04,Sweden
strv-m42,… soft (rad⁻¹),2.76,Sweden
strv-m42,Gun elevation (°),25,Sweden
strv-m42,Gun depression (°),15,Sweden
strv-m42,Gun traverse (°/sec),35,Sweden
strv-m42,Gun traverse range (°),-180 / 180,Sweden
strv-m42,Turret traverse (°/sec),41.72,Sweden
strv-m42,Hull armor (mm),55 / 30 / 20,Sweden
strv-m42,Turret armor (mm),55 / 30 / 20,Sweden
strv-m42,Track armor (mm),15,Sweden
strv-m42,Health,590,Sweden
strv-m42,Engine health,123,Sweden
strv-m42,Track health,100,Sweden
strv-m42,… repaired,60,Sweden
strv-m42,… repair time (sec),12.03,Sweden
strv-m42,Ammo rack health,150,Sweden
strv-m42,Fuel tank health,150,Sweden
strv-m42,Max load (kg),"25,000",Sweden
strv-m42,Total weight (kg),"22,491",Sweden
strv-m42,Stationary camo (%),14.26 / 3.34,Sweden
strv-m42,Moving camo (%),10.69 / 2.50,Sweden
strv-m42,View range (m),350,Sweden
strv-m42,Radio range (m),400,Sweden
strv-m42,Fire chance,20%,Sweden
strv-m42,Tank cost,"386,000",Sweden
ikv-65-ii,DPM,"1,548.37",Sweden
ikv-65-ii,Damage,240,Sweden
ikv-65-ii,Penetration (mm),180,Sweden
ikv-65-ii,… at 500m (mm),170,Sweden
ikv-65-ii,Reload time (sec),9.30,Sweden
ikv-65-ii,Rate of fire (rnds/min),6.45,Sweden
ikv-65-ii,Aim time (sec),1.82,Sweden
ikv-65-ii,Dispersion,0.33,Sweden
ikv-65-ii,… damaged,0.65,Sweden
ikv-65-ii,Dispersion factors,,Sweden
ikv-65-ii,… moving (+),0.24,Sweden
ikv-65-ii,… tank traverse (+),0.24,Sweden
ikv-65-ii,… turret traverse (+),0.14,Sweden
ikv-65-ii,… after firing (+),3.50,Sweden
ikv-65-ii,… damaged (×),2,Sweden
ikv-65-ii,Damage vs. modules,122,Sweden
ikv-65-ii,Caliber (mm),90,Sweden
ikv-65-ii,Shell velocity (m/s),960,Sweden
ikv-65-ii,Max range (m),720,Sweden
ikv-65-ii,Ammo capacity,40,Sweden
ikv-65-ii,Potential damage,"9,600",Sweden
ikv-65-ii,Shell cost,320,Sweden
ikv-65-ii,Top speed (km/h),60,Sweden
ikv-65-ii,Reverse speed (km/h),20,Sweden
ikv-65-ii,Power (hp),227.32 215,Sweden
ikv-65-ii,Power/weight (hp/t),20.67,Sweden
ikv-65-ii,Tank traverse (°/sec),33.38,Sweden
ikv-65-ii,Effective top speed,,Sweden
ikv-65-ii,… hard (km/h),57.20,Sweden
ikv-65-ii,… medium (km/h),48.40,Sweden
ikv-65-ii,… soft (km/h),26.22,Sweden
ikv-65-ii,Effective traverse,,Sweden
ikv-65-ii,… hard (°/sec),35.05,Sweden
ikv-65-ii,… medium (°/sec),29.66,Sweden
ikv-65-ii,… soft (°/sec),16.07,Sweden
ikv-65-ii,Terrain resistance,,Sweden
ikv-65-ii,… hard (rad⁻¹),1.32,Sweden
ikv-65-ii,… medium (rad⁻¹),1.56,Sweden
ikv-65-ii,… soft (rad⁻¹),2.88,Sweden
ikv-65-ii,Gun elevation (°),12,Sweden
ikv-65-ii,Gun depression (°),10,Sweden
ikv-65-ii,Gun traverse (°/sec),35,Sweden
ikv-65-ii,Gun traverse range (°),-15 / 15,Sweden
ikv-65-ii,Turret traverse (°/sec),25.03,Sweden
ikv-65-ii,Hull armor (mm),15 / 10 / 10,Sweden
ikv-65-ii,Turret armor (mm),0 / 0 / 0,Sweden
ikv-65-ii,Track armor (mm),10,Sweden
ikv-65-ii,Health,650,Sweden
ikv-65-ii,Engine health,160,Sweden
ikv-65-ii,Track health,110,Sweden
ikv-65-ii,… repaired,60,Sweden
ikv-65-ii,… repair time (sec),12.03,Sweden
ikv-65-ii,Ammo rack health,150,Sweden
ikv-65-ii,Fuel tank health,150,Sweden
ikv-65-ii,Max load (kg),"14,000",Sweden
ikv-65-ii,Total weight (kg),"11,000",Sweden
ikv-65-ii,Stationary camo (%),23.09 / 5.49,Sweden
ikv-65-ii,Moving camo (%),13.85 / 3.30,Sweden
ikv-65-ii,View range (m),330,Sweden
ikv-65-ii,Radio range (m),615,Sweden
ikv-65-ii,Fire chance,15%,Sweden
ikv-65-ii,Tank cost,"933,000",Sweden
strv-74,DPM,"1,822.72",Sweden
strv-74,Damage,150,Sweden
strv-74,Penetration (mm),148,Sweden
strv-74,… at 500m (mm),128,Sweden
strv-74,Reload time (sec),4.94,Sweden
strv-74,Rate of fire (rnds/min),12.15,Sweden
strv-74,Aim time (sec),1.73,Sweden
strv-74,Dispersion,0.32,Sweden
strv-74,… damaged,0.63,Sweden
strv-74,Dispersion factors,,Sweden
strv-74,… moving (+),0.15,Sweden
strv-74,… tank traverse (+),0.15,Sweden
strv-74,… turret traverse (+),0.10,Sweden
strv-74,… after firing (+),3,Sweden
strv-74,… damaged (×),2,Sweden
strv-74,Damage vs. modules,105,Sweden
strv-74,Caliber (mm),75,Sweden
strv-74,Shell velocity (m/s),925,Sweden
strv-74,Max range (m),720,Sweden
strv-74,Ammo capacity,42,Sweden
strv-74,Potential damage,"6,300",Sweden
strv-74,Shell cost,145,Sweden
strv-74,Top speed (km/h),45,Sweden
strv-74,Reverse speed (km/h),18,Sweden
strv-74,Power (hp),420,Sweden
strv-74,Power/weight (hp/t),16.15,Sweden
strv-74,Tank traverse (°/sec),35.46,Sweden
strv-74,Effective top speed,,Sweden
strv-74,… hard (km/h),45,Sweden
strv-74,… medium (km/h),44.71,Sweden
strv-74,… soft (km/h),25.89,Sweden
strv-74,Effective traverse,,Sweden
strv-74,… hard (°/sec),44.50,Sweden
strv-74,… medium (°/sec),40.45,Sweden
strv-74,… soft (°/sec),23.42,Sweden
strv-74,Terrain resistance,,Sweden
strv-74,… hard (rad⁻¹),1.20,Sweden
strv-74,… medium (rad⁻¹),1.32,Sweden
strv-74,… soft (rad⁻¹),2.28,Sweden
strv-74,Gun elevation (°),15,Sweden
strv-74,Gun depression (°),15,Sweden
strv-74,Gun traverse (°/sec),35,Sweden
strv-74,Gun traverse range (°),-180 / 180,Sweden
strv-74,Turret traverse (°/sec),37.55,Sweden
strv-74,Hull armor (mm),55 / 30 / 20,Sweden
strv-74,Turret armor (mm),20 / 20 / 20,Sweden
strv-74,Track armor (mm),15,Sweden
strv-74,Health,840,Sweden
strv-74,Engine health,123,Sweden
strv-74,Track health,120,Sweden
strv-74,… repaired,60,Sweden
strv-74,… repair time (sec),12.03,Sweden
strv-74,Ammo rack health,160,Sweden
strv-74,Fuel tank health,150,Sweden
strv-74,Max load (kg),"29,000",Sweden
strv-74,Total weight (kg),"26,000",Sweden
strv-74,Stationary camo (%),11.91 / 2.79,Sweden
strv-74,Moving camo (%),8.95 / 2.09,Sweden
strv-74,View range (m),360,Sweden
strv-74,Radio range (m),710,Sweden
strv-74,Fire chance,20%,Sweden
strv-74,Tank cost,"910,000",Sweden
ikv-90-b,DPM,"2,029.62",Sweden
ikv-90-b,Damage,240,Sweden
ikv-90-b,Penetration (mm),210,Sweden
ikv-90-b,… at 500m (mm),195,Sweden
